,ItemId,PromptId,Score1,AnswerText
161,3_5079,3,2,"Pandas in China as well as koalas in Australia, are specialists who have an incredibly slim range of food. They therefore have trouble adapting. Pythons on the other hand, are generalists and can easily adapt to foreign places, as they have in Florida and other places in the U.S."
1101,3_6052,3,2,China's Panda is similar to Australia's Koala because they both only live on one main food. The panda mainly eats bamboo as the Koala maily eat eucalyptus leaves. These 2 animals differ from pythons because they are considered specialists as pythons are generalists. A specialist can only live in one place where as a generalist can live almost anywhere.
1603,3_6584,3,2,Pandas in China are similar to Koalas in Australia because they're both specialists China's panda exclusively eats bamboo and Australia's Koalas exclusively eats eucalyptus leaves. These two Animals are different from pythons because pythons are generalists that can live almost anywhere and adapt to eating types of food.
257,3_5175,3,2,"Pandas and koalas are similar in that they are both specialists. In the text it says, ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats almost eucalyptus leaves almost exclusively. ""Pandas and koalas have a limited area they can live. Pythons on the other hand are generalists, and can adapt to change easily. The main difference between specialists and generalists is that one can adapt and one cannot."
697,3_5627,3,2,"A panda is similar to a koala because it only eats one thing, bamboo. However a koala eats eucalyptus leaves. This differs from a python which has a broader diet which is why it can survive in more places. I can also tell that a python can eat different things because, swallowed an alligator. Also, the article states, ''you could probaly have pythons snacking up the Pitmeas river.''"
1905,3_6955,3,2,"Pandas and koalas are restrained to their respective regulars because they both eat almost exclusively one food. There, they are unlike the python, which as a generalist, can adapt to many ecosystems and still find a suitable prey. Pandas and koala's are specialists while pythons are generalists."
1315,3_6280,3,2,Panda's in China are similar to koala's in Australia because they both exclusively eat one item. Panda bears eat only bamboo and koala's exclusively eat eucalyptus leaves. They are both different from pythons because pythons are generalist and can live mainly anywhere and eat almost anything.
2155,3_7343,3,2,"Pandas in China and koalas in Australia are similar as they are both specialist who consume very few at one source of food. They are different however to the different types of pythons as pythons are generalists. Generalists will adapt to many different places and eat exstive foods to survive. Such as raccoons who eat garbage, meat, and insects."
509,3_5433,3,2,"As stated in the article "" A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"" the python on the other hand is generalist it eats anything and lives almost anywhere koala's and pandas do not."
1876,3_6908,3,2,The panda's and koalas are similar because they are specialists. The article states that both species only eat one type of plant. This shows how they cannot relocate as easily as the python. The python can eat a large variety of food as states in the article. Because of this it can relocate  much easier than the panda or koala.
2122,3_7295,3,2,"Pandas and koalas are similar because they are both specialists, with one food source. According to the article, "" China's panda eats nothing but bamboo, (and) Australia's koala bear, which eat eucalyptus leaves almost exclusively. They are both different from pythons because pythons are generalists, which means they can live in a broader area, eat different food sources, and adapt to change easily."
1799,3_6800,3,2,"Pandas in China and koalas in Australia are similar because they are both specialists that can only live in one area because of their diet and habitat needs. They are both different from pythons because according to the article, pythons are generalists, and can live in various places. The map of the U.S.A show that they would be able to live in any place in the southern region of the USA . Pandas and koalas would not be able to live in vanas areas."
2044,3_7172,3,2,"Pandas in China and Koalas in Australia are similar because they are both specialists. These two animals both eat one type of food almost exclusively. ""They are different from pythons because pythons are generalists. Generalists "" can live anywhere"" and do best in and around humans,"" Therefore, pythons can thrive in many different environments while pandas and Koalas can only live in specific areas."
1171,3_6125,3,2,"Pandas in China are similar to koalas in Australia because, they are specialist organisms. They cannot move from their native land, China an Australia, because they can only live off of that environment's climate and food source. Pythons are different because they are generalists. They are capable of moving around to different environments. Pythons have been seen in many different places."
414,3_5335,3,2,"Panda's and koalas are surprisingly similar species. This is because they're specialist. They are limited to a particular region of the world because of their diet. While pythons are different because they're generalist, they can exist in a variety of environments because they can adapt. ""What favors generalists is change. What favors specialists is stability"" (Achenbanch5). In conclusion, pandas and koalas differ from pythons."
1519,3_6494,3,2,"Pandas in China and bamboo in Australia are similar because they are both specialists. They both only eat a certain food and therefore can only live in certain places. They are both different from pythons because pythons are generalists, the opposite of specialists, unlike specialists generalists live in warmer areas and aren't limited to one food."
1432,3_6400,3,2,"A panda or a koala bear are in the specialists catogories. Specialists which live and eat only in exclusive areas and certain food. A specialists differs from a generalists, because a generalists because ""with the assistance of technology can live anywhere"". These animals include pythons, racoons or deers."
2168,3_7368,3,2,"A panda is like a koala because of the fact that it lives in one are with one kind of food. Pythons are different because they can go anywhere and eat anything with meat. Because pandas and koalas are adapt in one area because of food they are considered ""specialists"" while snakes, dear, and raccoon are considered ""generalists""."
327,3_5246,3,2,"Pandas in China are similar to koalas in Australia because they are both specialists. Both have particular eating conditions because they both stick to eating only one type of food. Pythons are different to pandas and koalas because they are generalists, and can live in a wider range of places successfully."
548,3_5472,3,2,"Pandas and koalas are similar because they do not favor change a basically eat one food a day. They differ from the python because it can deal with change and eat almost any animals such as the crocodile. The python also differs because it can live anywhere throughout the world as long as the climate is right, when pandas and koalas need it to be similar to what their used too."
293,3_5211,3,2,"Chinese pandas and Australian koala bears are similar because they are specialists. According to the article, they each eat almost exclusively one type of plant and can survive where those plants grow. Pythons are different because they are generalists, and can survive in many different areas because they have a wide variety of food sources."
729,3_5660,3,2,"Australian koalas and Chinese pandas seem a world apart. But in their defining characteristics, they are very similar. A koala, ""eats eucalyptus leaves almost exclusively"" and the panda, ""eats almost nothing but bamboo"". Both species are specialists- they have adapted to certain conditions & havea hard time with change. By contrast, the python is a generalist. It can live in a huge range of areas & snack on everything from ""wood rats"" to alligator, though the latter sometimes make them explode. Change as goes on now, favors the generalist."
788,3_5719,3,2,Pandas in  China are similar to koalas in Australia because their both specialists animals. The panda eats almost nothing but bamboo and the koala almost nothing but eucalyptus leaves. These animals are different from the python because the python is a generalist animal. Arguably this animal can live anywhere and can eat a variety of things.
390,3_5310,3,2,Pandas in China and Koalas in Australia are different from pythons because they need specific things to survive. The pandas eats almost nothing but bamboo and the Koala bear only eats eucalyptus leaves. This means that these animals are very exclusive. But a python can adapt almost where the climate is right. For example it can even adapt herein the U.S. The difference is that a python is a generalist and Koalas and Pandas are specialists.
851,3_5785,3,2,"Pandas in China and koalas in Australia are both specialists; both species eat only a certain plant. The pandas eat almost nothing but bamboo and the koalas only eat eucalyptus leaves. Those two animals are different from pythons because pythons are generalists, which means that they can adapt to almost any also where as specialists cannot."
849,3_5782,3,2,"Both the Chinese panda and Australia koala are similar because they are both specialists, which means they live off one main food source. The panda lives on a diet off bamboo, and the koala mainly consumes eucalyptus leaves. But these animals are different from the python because the python is a generalist, which has many food sources. The python will eat rodents, small animals, or even large animals."
1941,3_7004,3,2,"The similarities between a panda and a koala is that they are one of kind species which eat one type of food in order to survive, such as panda eats only bamboo and koalas only eat eucalyptus leaves. They different from pythons because pythons are world life and travel all over to kill pray."
376,3_5296,3,2,"China Panda's and koala bears are specialist because panda's eat almost nothing but bamboo & Australia koala bears eat nothing but eucalyptus leaves. However, pythons is a generalist and can eat just about anything anywhere unlike China panda's and Australia koala bears."
1006,3_5950,3,2,"Pandas and koalas both require a specific environment to live in. Joel Achaboch writes ""China's panda, which etas almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"" (One Man's Pet, Another's Invasive Species). Without these specific foods, a panda and koala would die. However, a python can eat many different foods and/can live anywhere on the planet that suits it's climate needs."
1869,3_6898,3,2,"Pandas are like koalas because the both only eat one thing. Both are also in trouble should their environment change rapidly. They are different from a python because they aren't adaptive. For example, a python can be taken from Asia and moved to America and adapt quickly an easily. If the same was done to the panda or koala it would starve to death."
1138,3_6091,3,2,"Pandas in China and koalas in Australia are unlike pythons because pandas and koalas need extremely specific thing to live such as eating nearly only bamboo or eucalyptus leaves. They have a had time adapting to new places. The needs of pythons are different because they are a generalist species and can live almost anywhere with the right materials, which can be found in most places on earth, where as the panda & koala need specific things that are found in only one area."
1017,3_5962,3,2,Panda's in China are similar to koala bears in Australia because both animals are specialists. They basically eat only one thng which means there aren't to many envirnments that they could live in. These animals are different from a python because a python is a generalist. Pythons eat a variety of things and can adapt in different evirnments.
126,3_5044,3,2,"Koalas and pandas are both similar in each other because they both require exclusive and specific habitats to survive. For instance, the Australian koala's diet consist strictly of eucalyptus leaves, as well as the Chinese panda bear which survives off bamboo. These two in comparen to the pythons which can survive in any environment that is warm."
234,3_5152,3,2,"Pandas from China and koalas from Australia are very similar because they are both specialists, and they limit their food in take to one source. As stated in the article the Chinese panda ""eats almost nothing but bamboo"" and the Australian koala bear ""eats eucalyptus leaves almost exclusively. Because of this they are limited to specific regions, which is different from the python which eats everything from rat to alligators."
1579,3_6557,3,2,"Pandas & koalas both have specialized diets. Climats, making it difficult to survive in a variety of areas. Koalas for example eat almost exclusively eucalyptus leaves, wile python can eat just about anything and live just about anywhere (their habitat and food)."
84,3_5002,3,2,The pandas in China and koalas in Australia are similar because both species live in only one area around the world. Also both just eat one type off food like bamboo and eucalyptus leaves. But both pandas and koalas are different than the python because a python can eat many foods and live in different areas around the world.
347,3_5267,3,2,Pandas and koalas are similar because the both stick to one source of food and they live in one area. They are different from a python because pythons can live in a bunch of different climates and they eat different foods.
500,3_5423,3,2,"Pandas from China and koala from Australia are very similar in the sense that they are both ""specialist"". These animals earns ""stability"" in life, they live of basics that surround them. However they are very different from pythons because pythons are ""Generalists"", they favor change. Pythons can live where ever the climate is right and quickly adapt to it. If you took a panda or koala out of it natural habitat they would most likely die. On the other hand a python would prosper and build off life from there."
241,3_5159,3,2,"Pandas in china are similar to koalas in Australia because they both are specialist which means that they favor stability. You can see that both those animals are not use to change because they both stick to the same food source, pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves almost excusively. Panda's an koalas are different from pythons. Pythons are generalist. Generalist favor change unlike pandas are koalas pythons can adapt to various climates."
700,3_5630,3,2,Pandas and Koalas are specialist. They do not cope well with because they eat only one type of food. Pythons are generalists. They can adapt to many different areas of the world because they eat many different types of food.
1563,3_6541,3,2,"Pandas and koalas are both specialist animals, they eat, respectively, bamboo and eucalyptus leaves, almost exclusively. They are unlike pythons, which will eat a more general selection of prey from wood rats to alligators."
760,3_5691,3,2,"Panda's in China and koalas in Australia are similar in that they can only adapt in specific places where their food is. According to the article, pandas eat almost nothing but bamboo and koalas eats eucalyptus leaves, white lizards and reptiles can live in s wide variety of places where their climate is. They can eat a wide variety of food. This sepacates pandas and koalas to be specialist and reptiles to be generalists."
655,3_5583,3,2,"Both pandas and koalas are specialist species. According to the articles they each have specific diets. Pandas mostly eat just bamboo, and koalas generally only eat eucalyptus leaves. In contrast, pythons are of a generalist species, since they have a much more varied diet and climate tolerance. As a result, pythons and other generalist species thrive in this day and age."
841,3_5774,3,2,"The pandas in China are similar to the koalas in Australia because they can only live in a certain environment and only eat certain food, it says in the article pandas can only eat bamboo and koalas eat eucalyptus. Whereas, a python can adapt to any environment it is put in and it is able to eat anything."
1456,3_6425,3,2,"Pandas and koalas are similar because they normally eat one things, either bamboo or eucalyptus leaves. But the python will eat anything like rats or crocodiles.Pandas or koalas also like stability and pythons like change as said in the article."
1906,3_6956,3,2,"Both pandas in China and koalas in Australia are specialist species. They both eat almost exclusively one food, bamboo for pandas and eucalyptus leaves for the koalas. These two species need those plants to survive. Buy a generalist species like a python, can eat anything. They will try to eat anything, like a aligator, ever if it kills them. Generalist species can adapt and specialist species can't, thats the difference between the two."
627,3_5554,3,2,"From the story it says. China's panda eats almost nothing but bamboo, or Australia's Koala bear, which eats eucalyptus leaves exclusively. These two animals are different from pythons because they eat leaves all the time and pythons only eat meat. Pythons can not adapt to any environment because of the climate and how they eat. A panda and Koala can because they only eat leaves."
2028,3_7150,3,2,The specialists such as China's panda and Australia's Koala are similar because they both need specific things to live. For example the panda needs bamboo which is only commonly food in China and the Koala eats only eucalyptus leaves which must be found in high areas there. They are different to the generalists because they can adapt and live wherever they are placed.
2213,3_7438,3,2,"Pandas and koalas are similare because they both eat exclusively. Pandas eat nothing but bamboo and koalas eat eucalyptus leaves. The why that pandas and koalas differ from pythons is that, pythons vary in appetite. They could eat from  a rat to an alligator, while pandas and koalas are limited."
1050,3_5997,3,2,Pandas and koalas are both similar because they are specialists or only eat a very limited variety in foods. Pythons on the other hand are generalists which means they are less picky in their food choices. Pythons can adapt to many different environment and eat a variety of foods.
1180,3_6134,3,2,"The pandas in China barely eat anything but bamboo, they're similar in that way to the Australian koala bear, which eats eucalyptus leaves exclusively. Both of these animals differ from the pythons which can probably adapt to new places and eat almost anything from rats to even alligators. ""The Everglades in 2005: A python swallowed an alligator."" thats a big difference to me."
1438,3_6406,3,2,"Pandas in China $ koala bears in Australia are similar because they both have a limited and small food source. China's panda ""eats almost nothing but bamboo"" and Australia's koala bear ""eats eucalyptus leaves almost exclusively."" If either animals were to be  taken away from their exclusive food source, they would struggle to survive $ not adapt ways. This is unlike the pythons because a python can easily live in many different places $ adapt well. They have much broder food source. Therefore make them to survive $ adapt there."
1850,3_6871,3,2,"As it says in paragraph 21, both the panda and koalas are specialists which means that they both need a certain thing to keep them alive. Pythons on the other hand need a varied climate to adapt quickly to add food sources. This means generalists, like pythons, will throw out specialists because they evolve better."
1735,3_6728,3,2,"Pandas in China are similar to koalas in Australia because they are both specialists meaning that they only eat certain kinds of food which also means that they can only live in certain places. Both of these animals are different from a python because pythons are generalists meaning that they eat a wide variety of things, therefore they can survive pretty much anywhere."
369,3_5289,3,2,"Pandas in China and koalas in Australia are similar because they are specialists and only eat one food. They are both different from pythons because pythons are generalists. The python can live almost anywhere and eat a variety of things. Pandas can only eat, ""nothing but bamboo"", and koalas can only,"" eat eucalyptus leaves almost exclusively."
375,3_5295,3,2,"Pandas in China are similar to koalas in Australia because they are both specialists. A specialist is an animal that can't adapt well to new climates. ""A panda eats almost nothing but bamboo and Australia's koala bear, which eats eucalyptus leaves all year"".(2)These animals need a certain environment to get their certain food while a python is a generalist ""who with the assistance of technology can live anywhere"".(19)"
728,3_5659,3,2,"Pandas and koalas are specialists as they only eat bamboo and eucalyptus respectively. They are both very  adorable compared to the pythons. Pythons are generalists, as they can adapt to most environments. They can find food almost anywhere they inhabit."
1270,3_6233,3,2,"Pandas in China are like koalas in Australia because they are both specialists; a specialist is China's panda ,which eats almost nothing but bamboo, or Australia koala bear, which eats eucalyptus leaves almost exclusively"" (prg.23). This shows that both animals are specialists because they wouldn't survive in most environments. Both are different from pythons because, pythons are generalists, who can live in most climates."
527,3_5451,3,2,"Pandas and koalas are similar because they're both specialist species, they only eat a certain type of food in a specific area, but pythons are generalist species and can adapt themselves to eat anything."
310,3_5228,3,2,Pandas and koalas are similar because they are both specialists which means that they have to have a certain food source and habitat. This differ from pythons because they are generalists and can eat anything and adapt almost everywhere.
755,3_5686,3,2,"Pandas and koalas are specialist species. They both eat one particular thing. Pandas eat bamboo and koalas eat eucalyptus leaves without these food source these two animals will not be able to survive. koalas and pandas are different from pythons because pythons are generalist species. They eat anything from large animals to small, birds other reptiles, etc. They can survive anywhere."
1630,3_6614,3,2,"Like it in the article, Pandas in China and Koalas in Australia differ from pythons in many ways. Pandas and Koalas are specialized species, they only live in certain areas and eat certain foods. While pythons can eat only thing and live practically anywhere, they are generalized."
1910,3_6960,3,2,"Pandas and koalas are similar because, according to the article, they are both ""specialists"". They only eat certain things so the areas they can survive in is limited. Pandas and koalas are different from pythons because pythons are ""generalists"". They eat avariety of things and thus their habitat is more widely spread."
460,3_5382,3,2,Both pandas and koalas eat only one thing. Pandas only eat bamboo and koalas only eat eucalyptus leaves. Pythons would probably eat any animal that it sees. An example from the article is ''in the Everglades in 2005 a python swallowed an alligator''
777,3_5708,3,2,"Pandas in China are similar to koalas in Australia because pandas eat almost nothing except bamboo and the koala bear eats eucalyptus leaves almost exclusively. They are both different from pythons because a python will eat pretty much anything big or small, live or dead, as long as they have something to eat they're pleased, koalas and pandas don't have a wide variety of food like the python."
688,3_5618,3,2,"Pandas and koalas are similar animals, although a python is completely different. Both pandas and koalas are specialist animals, this means they have to live in a certain climate and eat certain foods to survive. They differ from pythons because pythons because pythons are generalist animals, which means it has a more general food source. Overall koalas and pandas differ from pythons."
2092,3_7243,3,2,"Pandas in China and koalas in Australia are both similar to each other because they mainly just eat one thing (panda - bamboo, koala - eucalyptus leaves). They both greatly differ from pythons because pythons eat alot of stuff, endangered animals, like the pythons eat the key largo wood rats. While the koala and panda mainly feed on 1 food source."
709,3_5639,3,2,"Pandas in China are similar to koalas in Australia because they are both specialists & can only eat one type of food. According to the article Chinese pandas ""eat almost nothing but bamboo"" and Australian koalas ""eat eucalyptus leaves almost exclusively."" This means they can only survive in environments with that certain food. On the other hand, the article says that pythons are generalists, and can therefore adapt to almost any environment."
324,3_5242,3,2,"Pandas in China are very similar to koalas in Australia. Both are specialists meaning that they can only eat & survive in certain climate and region. ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear,which eats eucalyptus leaves almost exclusively."" The python however, is the opposite of a specialist and falls under the category of generalist meaning the can adapt to changes."
391,3_5311,3,2,"Pandas in China and koalas in Australia are similar because they are both specialist. They both usually only eat one kind of food: bamboo for pandas and eucalyptus leaves for koalas. If these animals were taken from their food source chances are they would die. This is not like pythons, however pythons when given a mild to warm climate to live in, will adapt to the in surrounding and food would not a factor, As long as there are animals in their environment, pythons will have food. However pythons for the moment are not suitable fro colder climates."
757,3_5688,3,2,"Pandas in China and koalas in Australia are similar because they are both specialists. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. These animals are different from pythons because pythons are generalists, pythons are able to adapt to new environments, such as those of southern USA. Specialists, however, unlike generalists cant adapt to new environments because they rely on something only in their environments."
1790,3_6791,3,2,"The China's panda and Australia's Koala are both considered a type of bear.They both live off one specific type of food they eat for example , the panda eats bamboo and almost nothing else. The Koala bear eats eucalyptus leaves exclusively. These 2 types of bears plant eaters you could say. The python is a dangerous meat eater ranging from rats to Alligators. The python is far more aggresive and smaller than the two bears."
693,3_5623,3,2,Pandas in China and Koalas in Australia are similar because they are able to survive on a one type of food. As stated in the article that pandas eat almost nothing but bamboo and Australia's koala bears that eats eucalyptus leaves exclusively. Both of the bears are different from pythons because pythons eat animals that could be endangered while koalas and pandas eat only leaves.
1919,3_6975,3,2,"This article allistates that panda bears in China are similar to koala bears in Australia because they are specialist. They both eat a certain plant and live a certain way. They are both different from pythons because pythons are generalist, and can live almost anywhere, regardless of the climate and can adapt quickly."
1914,3_6965,3,2,"Pandas in China and koalas in Australia are similar because they are both specialists. They depend entirely one single food, Pandas eat only bamboo and koalas eat only eucalyptus leaves. They are different from pythons, because as the article says, pythons are generalists. They have a much wider variety of food sources and can adapt to many areas whereas the panda and koala live off one food source so they adapt and more to new habitats."
1557,3_6535,3,2,"Pandas and koalas are forced to stay in their habitats (China and Australia, respectively) because they need certain things to survive. What they eat is not available all round the world, so they have to stay in their natural habitat. However, pythons can move from continent to continent, because they are able to adapt and eat other things. This is exemplalory in, ''...there's a speculation that Hurricane Andrew...played a factor in a wholesale python jail break in 1992.'' They were able to adapt, unlike pandas and koalas."
196,3_5114,3,2,"Pandas in China and koalas in Australia are similar because of their classification as a specialist species. The article sides that these animals are specialists because they eat almost exclusively are species. What a python is however, is a generalist. The article claims that generalists not only eat in wide range of food but they also can live in various areas and adapt very quickly to change. Pandas in China are similar to koalas in Australia because they are specialists, and that's why they are different from pythons."
298,3_5216,3,2,"Pandas in China are similar to Koala bears, because they eat exclusively the Panda with bamboo the Koala with eucalyptus leaves. This is different from pythons because they tend to eat anything. On page 5 it mentions that a python swallowed an alligator whole."
1527,3_6504,3,2,"Pandas in China are similar to koalas in Australia and are different from pythons is because pandas and koalas are animals that eat only one type of food or that same food all the time. While pythons eat a variety of food, but mostly meat I know this because in the article it says ""China's panda eat nothing, but bamboo or Australia's koalas eat only eucalyptus, and a python trying to eat an alligator."
73,3_4991,3,2,Pandas in China and koalas in Australia are similar because they can only survive in very special climates with specific food sources. These are different from pythons because pythons can adapt better and eat many different things. This is shown in the map provided with the article because it shows pythons could survive in 17 states.
1485,3_6457,3,2,Pandas and koalas are similar in the way the article says they basically eat one type of food. That same information sets them apart from snakes like pythons because pythons eat according to the article a broad range of food from mice to aligators.
56,3_4974,3,2,Pandas in China are similar to koalas in Australia because they are both specialists. Another similarity between the two is that they both feed to one specific plant. Pandas and koalas are different than pythons because a python is a generalist. Also a python has more than one food source that is not plant or vegetation.
1659,3_6645,3,2,"Koalas and Pandas are similar because they are both specialist species having settled in a very specific niche. They could not survive elsewhere because of their highly specific food source. However, both differ from a python which is a generalist species because it is able to move easily adapt to a new habitat, such as the Florida keys and in gludes, neither a panda nor a koala could or would be able to adapt like the python who has expanded its food source to include an alligator."
1355,3_6321,3,2,"Pandas and koalas are similar because they are specialists, they survive on a very specific food source and a specific environment. However, pythons are generalists in that they don't require a specific food source and climate to survive. Subsequently, pythons can spread much farther than pandas and koalas."
1023,3_5968,3,2,The pandas in China only eat bamboo and the koalas in Australia mainly eat eucalyptus leaves while pythons are adapting to new environment and eating what ever comes a long. The difference between the animals and the reptiles are that the koalas and pandas are not spreading and adapting to different environments while the pythons are.
1442,3_6410,3,2,"Pandas in China are similar to koalas in Australia because they are both specialists. They can not live anywhere, because pandas need bamboo and koalas need eucalyptus leaves to eat. Without these they will starve. These are both different from pythons because a python can live anywhere, as long as the climate is the right temperature. This is because they can eat anything even an alligator if they need to."
409,3_5330,3,2,Pandas and koalas are similar to pandather because the are exclusive to their habitats. pandas only live in China because of the bamboo and koalas line in Australia because they only eat the eucalyptus leaves. Both are different from pythons because pythons can adapted to different enviornments and food. An example would be how the pythons were introduced to Florida.
1895,3_6940,3,2,Panda's in China are similar to koala bears in Australia because both of them eat vegetation that is native to their country. For example the panda eats bamboo and the koala bear eats eukeoliptus leaves while on the other hand pythons invade other places they can live and eat anything that has meat.
445,3_5366,3,2,The pandas in China and the koalas in Australia are both similar. The pandas eat almost nothing but bamboo and the koalas eat nothing but eucalyptus leaves. They are similar because of the fact that they both eat only one type of food. They are different from a python because a python eats alot of things. One python was caught eating an alligator and a Key largo wood rat.
385,3_5305,3,2,"Pandas in China are similar to koalas. Both of these species can only eat basically one thing, bamboo in a pandas case and eucalyptus in a koalas case. Both species are specialists and cannot adapt all too well unlike pythons which are generalists and can adapt easier."
1996,3_7102,3,2,"Pandas in China are similar to koalas in China because they both only eat certain things like plant the entirely. ""A specialist is China pandas, which eat almost nothing but bamboo, or Australian koala bear, which eat eucalyptus almost exclusively"". They differ from pythons because all pythons eat everything such as alligators and a largo wood rat."
1738,3_6731,3,2,"Both pandas in China and koala in Australia are, they are both specialists. Both live almost exclusively in one place and eat almost one type of food, bamboo and eucalyptus leaves respectively. These specialist animals differ from a python. A python is a generalist capable of living in many places and eating many foods."
1271,3_6234,3,2,China's pandas and Australia's koala bears are similar because they both feed off of one food pandas eat bamboo all the time and koalas eat eucalyptus leaves almost exclusively they are also both specialists. Pythons are different because they eat animals and are not strictly herbivores. Pythons are also generalists.
535,3_5459,3,2,"Pandas in china and koalas in Australia are similar because they are both specialist. They both only eat one food which is mainly found in their homelands so it would be hard for them food just anywhere else but pythons, the articles says, they are a different story. As long as the climate is right, they can adjust and find food."
487,3_5410,3,2,A panda in China is similar to a koala in Australia because they are both specialists. A panda eats nothing but bamboo and an Australian koala only eats eucalyptus leaves. Neither of them could survive where their food isn't supplied. They both differ from pythons because a phython is a generalist who can live in at least one-third of the United States. A python doesn't just have to live in one location.
1815,3_6818,3,2,Pandas in China almost exclusively eat bamboo making them a specialists species. Koalas in Australia are also specialists because they almost exclusively eat eucalyptus leaves. They are diffrent from pythons because pythons can live almost anywhere and can thrive on almost any food source.
1065,3_6014,3,2,"Pandas and koalas are both described in this article as ''specialist'' species meaning they need very specific aspects of their lives to be fulfilled in order to survive. An example of this is the panda eating nothing but bamboo. Both the panda and koalas differ from pythons because pythons are ''generalists'', not ''specialist''. Pythons can live in a wider variety of places and eat a vast selection of  prey, where as the panda and koala cannot."
1290,3_6254,3,2,"Pandas in China area similar to koalas in Australia because they are both specialists. They require a specific type of food. For example, a panda only eats,bamboo and the koala only eats eucalyptus leaves. This is different from the pythons because the python is a generalist. It is able to eat many different things and can live easily among humans while specialist cannot."
782,3_5713,3,2,"Pandas in China are similar to koalas in australia because both species are considered specialists. Pandas eat almost only bamboo, and koala bears eat eucalyptus leaves almost exclusively. Both species have very specific needs fro survival, unlike generalists. Generalists, such as the python, are able to live in a broader range of environments and adapt well to change."
1004,3_5948,3,2,Pandas in China & koalas in Australia are similar b/c they both depend on their environment to survive. pandas consume bamboo which grows naturally only in China. Koalas only eats eucalyptus leaves which grow natural in Australia. They are both different than pythons b/c pythons can eat anything they can; they don't rely on one food source that is common where they live. They can go anywhere and eat anything.
97,3_5015,3,2,"Both pandas in China and Koalas in Australia are similar because they they are specialist. This means that they would not be able to survive anywhere else because the certain food sources they need are only incaled in China and Australia. A python , a generalist is different because it can live anywhere on earth, as long as it has a climate that is suitable."
991,3_5935,3,2,Pandas in china and koalas in Australia are similar because they are both specialists. They exclusively eat one kind of food source. Pandas only eat bamboo and koals eat only eucalyptus leaves. They are different from pythons because a python is a generalist. It can eat a wide range of food sources.
2060,3_7194,3,2,"Pandas and koalas are similar because they can only live in limited places, because they both only eat one type of food and would die in the wild in the United States. They are different from pythons because pythons don't need much to survive all they need is a warm climate and small mammals to feed on. Which both of those are found in about 60% o the world."
977,3_5921,3,2,Panda's and kolas are similar by both eating certain foods like bamboo and eucalyptus leaves and thats how they are both specialist. Unlike the python who is a generalist who can live anywhere because food is abundant. Theres only certain places pandas and kolas can live but as pythons begin to expand they live everywhere.
15,3_4933,3,2,"A panda and a koala beer are similar because they both eat one type of food. A panda eats bamboo, and a Koala bear eats eucalyptus leaves. They are also both specialists, but a python is a generalist. Meaning they can adapt to their surroundings. Pandas and koala beers can't adapt."
341,3_5261,3,2,"Panda's in China and koala's in Australia are similar because they are both specialists. Also a panda ""eats nothing but bamboo"" and a koala ""eats eucalyptus leaves almost exclusively"". They each only eat one plant. They are different from pythons because pythons are generalists and they are not quite as picky; they eat multiple things and other animals."
1305,3_6270,3,2,"The Chinese panda and the Australian Koala bear are both specialists, China's panda which eats almost nothing but bamboo. Australia 's Koala bear , which eats eucalyptus leaves almost exclusively. They're different than pythons because they're specialist and the pythons are generalists. Panda's and Koala's can't live everywhere and adapt but generalist can."
2120,3_7292,3,2,"Pandas in China and koalas are similar because they are both specialists. The article states ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."" However, they both differ from pythons, which are generalists. Generalists can survive in many climates and areas on earth, while specialists can only survive in an exclusive place that specifically has their needs."
2008,3_7121,3,2,"Pandas in China and koalas are both similar because they are both specialists. That means that they both eat certain things in certain conditions. Pandas in China and koalas in Australia basically only eat bamboo, arive koalas only almost eucalyptus leaves. Pythons however are generalists. Pythons can live in many conditions. They can live in Asian and America."
1960,3_7041,3,2,"Chinese pandas and Australian koalas are very similar to each other due to their endangerment and dietary prefference to bamboo and eucalyptus. However, according to the article.""A python swallowed an alligator and there's not a delicate way to it- exploded."" That shows how unlike the panda a koalas the python will eat anything."
1556,3_6534,3,2,"Pandas in China are similar to koalas in Australia because they are both specialist animals. In the article, Achenbach states that ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves..."" (5). These two animals are different than pythons because pythons are generalist animals who have a wide range of food and habitats to live in."
87,3_5005,3,2,Pandas are similar to koalas because they are both specialists. For example bamboo is to pandas as eucalyptus leaves is to koalas. These two species are different from snakes since a snake is a generalist species. Snakes are generalists because they can adapt to many different locations where as pandas are stuck on China and koalas are in Australia.
638,3_5565,3,2,China's panda and Australia's koala bear both only eat plants. The pandas eat bamboo and the koala bear eats only eucalyptus leaves. Unlike these two animals a python will eat anything it can fit it's mouth around or at least attempt to. A python will eat anything from a key largo wood rat to a common house pet. In the Everglades in a very rare case a python attempted to eat a alligator and exploded. Pythons are a danger to other species unlike pandas and koala bears who only eat plants.
